#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","Uptime"
"HRGVM0320-95",
"HRGVM0120-1",
"HRGVM1118-2",
"HRGVM0920-10",
"HRGVM1019-12",
"HRGVM0320-59",
"HRGVM0920-29",
"HRGVM-641",
"HRGVM1218-5",
"HRGVM1018-1",
"HRGVM0820-17",
"HRGVM0620-2",
"HRGVM0618-11",
"HRGVM0920-4",
"HRGVM0919-3",
"HRGVM1218-6",
"HRGVM0618-6",
"HRGVM0320-64",
"HRGVM0320-51",
"HRGVM0320-143",
"HRGVM-603",
"HRGVM1119-22",
"HRGVM0219-1",
"HRGVM0918-7",
"HRGVM0919-6",
"HRGVM1119-17",
"HRGVM0320-162",
"HRGVM1020-1",
"HRGVM0820-18",
"HRGVM0320-78",
"HRGVM0320-36",
"HRGVM1020-9",
"HRGVM1218-7",
"HRGVM0320-173",
"HRGVM0120-2",
"HRGVM1020-2",
"HRGVM0119-10",
"HRGVM0920-23",
"HRGVM0220-1",
"HRGVM0320-68",
"HRGVM0920-19",
"HRGVM0320-165",
"HRGVM-589",
"HRGVM0320-164",
"HRGVM0320-14",
"HRGVM0618-1",
"HRGVM0820-6",
"HRGVM1218-1",
"HRGVM0320-18",
"HRGVM0220-5",
"HRGVM0918-5",
"HRGVM0420-4",
"HRGVM0320-175",
"HRGVM0320-114",
"HRGVM0320-96",
"HRGVM0320-66",
"HRGVM1020-4",
"HRGVM0320-152",
"HRGVM1019-6",
"HRGVM1218-10",
"HRGVM0920-11",
"HRGVM0320-124",
"HRGVM0618-10",
"HRGVM0920-7",
"HRGVM0320-11",
"HRGVM1119-6",
"HRGVM0220-2",
"HRGVM0620-1",
"HRGVM0320-55",
"HRGVM0320-16",
"HRGVM0320-10",
"HRGVM0820-15",
"HRGVM0120-3",
"HRGVM0920-22",
"HRGVM0320-110",
"HRGVM-610",
"HRGVM0320-5",
"HRGVM0320-74",
"HRGVM0518-19",
"HRGVM1018-13",
"HRGVM-611",
"HRGVM-607",
"HRGVM1219-18",
"HRGVM0320-46",
"HRGVM0320-45",
"HRGVM0920-3",
"HRGVM0320-38",
"HRGVM0320-37",
"HRGVM0320-97",
"HRGVM1219-17",
"HRGVM1119-11",
"HRGVM1219-13",
"HRGVM0320-28",
"HRGVM0320-50",
"HRGVM0320-111",
"HRGVM0320-120",
"HRGVM0820-11",
"HRGVM0618-8",
"HRGVM0518-10",
"HRGVM-631",
"HRGVM1218-4",
"HRGVM1018-20",
"HRGVM0518-2",
"HRGVM0819-1",
"HRGVM0920-28",
"HRGVM0719-6",
"HRGVM0920-26",
"HRGVM1018-12",
"HRGVM0320-39",
"HRGVM1219-9",
"HRGVM0920-9",
"HRGVM0320-62",
"HRGVM0820-20",
"HRGVM1019-11",
"HRGVM1019-7",
"HRGVM0320-77",
"HRGVM0820-5",
"HRGVM-635",
"HRGVM-612",
"HRGVM0320-153",
"HRGVM0320-23",
"HRGVM0320-145",
"HRGVM1119-16",
"HRGVM0729-2",
"HRGVM0320-79",
"HRGVM0519-01",
"HRGVM0320-179",
"HRGVM0820-10",
"HRGVM0420-1",
"HRGVM0820-14",
"HRGVM1019-2",
"HRGVM0820-3",
"HRGVM0320-32",
"HRGVM0820-23",
"HRGVM0320-70",
"HRGVM0320-34",
"HRGVM0820-13",
"HRGVM0320-123",
"HRGVM1118-1",
"HRGVM0920-38",
"HRGVM0320-43",
"HRGVM1219-8",
"HRGVM0320-25",
"HRGVM1020-8",
"HRGVM0920-33",
"HRGVM1018-11",
"HRGVM1020-5",
"HRGVM0820-22",
"HRGVM0920-15",
"HRGVM0320-168",
"HRGVM0219-6",
"HRGVM1020-19",
"HRGVM0920-12",
"HRGVM0320-106",
"HRGVM0320-103",
"HRGVM-620",
"HRGVM1020-10",
"HRGVM0719-12",
"HRGVM0320-44",
"HRGVM0320-108",
"HRGVM0320-15",
"HRGVM0320-82",
"HRGVM0320-112",
"HRGVM0119-8",
"HRGVM1018-19",
"HRGVM0619-1",
"HRGVM0320-177",
"HRGVM0819-4",
"HRGVM0819-5",
"HRGVM0320-81",
"HRGVM0918-4",
"HRGVM1219-3",
"HRGVM0320-54",
"HRGVM0320-22",
"HRGVM-615",
"HRGVM0820-9",
"HRGVM0320-107",
"HRGVM-617",
"HRGVM0220-6",
"HRGVM1119-19",
"HRGVM0518-14",
"HRGVM1219-1",
"HRGVM0719-13",
"HRGVM-574",
"HRGVM0918-6",
"HRGVM0720-10",
"HRGVM1020-21",
"HRGVM-GR",
"HRGVM0920-5",
"HRGVM1020-17",
"HRGVM1119-10",
"HRGVM1020-11",
"HRGVM1219-21",
"HRGVM0718-3",
"HRGVM0320-24",
"HRGVM0220-3",
"HRGVM1019-10",
"HRGVM0320-72",
"HRGVM-605",
"HRGVM1018-18",
"HRGVM0320-146",
"HRGVM1219-23",
"HRGVM0718-8",
"HRGVM1219-19",
"HRGVM0320-155",
"HRGVM1119-13",
"HRGVM0320-176",
"HRGVM0919-5",
"HRGVM-568",
"HRGVM0420-5",
"HRGVM0918-2",
"HRGVM0219-9",
"HRGVM-634",
"HRGVM0920-13",
"HRGVM1018-8",
"HRGVM0820-21",
"HRGVM1219-7",
"HRGVM0320-127",
"HRGVM1219-11",
"HRGVM0920-8",
"HRGVM1119-7",
"HRGVM1119-5",
"HRGVM0719-5",
"HRGVM0820-2",
"HRGVM-625",
"HRGVM1018-7",
"HRGVM1118-3",
"HRGVM0519-03",
"HRGVM0320-4",
"HRGVM0320-116",
"HRGVM0820-7",
"HRGVM1018-10",
"HRGVM0818-1",
"HRGVM0320-84",
"HRGVM0320-12",
"HRGVM0320-171",
"HRGVM0819-3",
"HRGVM0320-19",
"HRGVM0320-88",
"HRGVM0320-63",
"HRGVM0518-3",
"HRGVM1018-17",
"HRGVM0920-2",
"HRGVM0518-4",
"HRGVM0519-05",
"HRGVM1119-12",
"HRGVM0920-20",
"HRGVM0519-04",
"HRGVM0320-148",
"HRGVM0518-7",
"HRGVM0619-3",
"HRGVM0920-1",
"HRGVM0320-76",
"HRGVM0320-6",
"HRGVM0718-4",
"HRGVM0920-30",
"HRGVM0819-2",
"HRGVM1219-5",
"HRGVM0320-7",
"HRGVM-595",
"HRGVM0320-142",
"HRGVM0320-30",
"HRGVM0320-167",
"HRGVM0320-35",
"HRGVM0320-40",
"HRGVM0320-60",
"HRGVM0320-3",
"HRGVM0220-4",
"HRGVM0320-93",
"HRGVM0320-121",
"HRGVM1018-5",
"HRGVM0320-92",
"HRGVM1219-2",
"HRGVM0320-87",
"HRGVM0518-9",
"HRGVM0320-163",
"HRGVM1119-15",
"HRGVM0320-105",
"HRGVM-608",
"HRGVM0320-134",
"HRGVM0820-19",
"HRGVM1020-16",
"HRGVM-638",
"HRGVM0320-27",
"HRGVM0320-65",
"HRGVM-561",
"HRGVM1119-3",
"HRGVM0320-99",
"HRGVM1119-14",
"HRGVM0320-102",
"HRGVM0320-80",
"HRGVM0320-17",
"HRGVM0920-24",
"HRGVM1019-14",
"HRGVM0320-174",
"HRGVM0320-158",
"HRGVM0320-144",
"HRGVM-629",
"HRGVM0820-16",
"HRGVM0320-135",
"HRGVM0320-52",
"HRGVM0619-11 (Quarantined)",
"HRGVM0320-53",
"HRGVM1219-24",
"HRGVM0619-4",
"HRGVM1218-3",
"HRGVM0320-73",
"HRGVM0320-126",
